source,target,amount,label
651,104,1,0
186,104,1,0
378,104,1,0
375,104,1,0
2417,104,1,0
7087,104,1,0
709,104,1,0
3353,104,1,0
1879,104,1,0
491,104,2,0
104,498,8,0
104,281,3,0
104,279,3,0
104,2336,3,0
104,192,3,0
104,233,3,0
104,114,3,0
104,766,2,0
104,900,2,0
104,1879,2,0
104,2437,1,0
104,2293,1,0
104,3445,1,0
104,3443,1,0
104,2432,1,0
104,7321,1,0
104,1397,1,0
104,1396,1,0
104,246,1,0
104,966,1,0
104,1597,1,0
104,1388,1,0
104,1596,1,0
104,497,1,0
104,378,1,0
104,375,1,0
104,376,1,0
104,709,1,0
104,984,1,0
104,1351,1,0
104,269,1,0
104,832,1,0
104,3353,1,0
104,7603,1,1
104,145,2,0
104,7560,3,0
104,491,4,0
104,185,5,0
104,801,5,0
104,288,10,0
104,7552,10,0
199,105,3,0
602,105,3,0
1197,105,3,0
118,105,2,0
164,105,2,0
1045,105,1,0
173,105,1,0
315,105,1,0
289,105,1,0
125,105,1,0
154,105,1,0
704,105,1,0
830,105,1,0
1915,105,1,0
649,105,1,0
490,105,1,0
351,105,1,0
163,105,1,0
292,105,1,0
650,105,1,0
484,105,1,0
2397,105,1,0
496,105,1,0
720,105,1,0
7445,105,1,0
241,105,1,0
105,602,4,0
105,199,3,0
105,164,3,0
105,118,2,0
105,125,2,0
105,1045,1,0
105,315,1,0
105,362,1,0
105,289,1,0
105,154,1,0
105,704,1,0
105,830,1,0
105,1915,1,0
105,649,1,0
105,490,1,0
105,163,1,0
105,292,1,0
105,1197,1,0
105,484,1,0
105,2397,1,0
105,496,1,0
105,720,1,0
105,7445,1,0
105,241,1,0
105,613,2,0
105,185,4,0
105,7575,10,0
105,7585,10,1
182,106,4,0
280,106,2,0
1041,106,2,0
215,106,2,0
472,106,2,0
509,106,2,0
660,106,2,0
355,106,2,0
297,106,2,0
596,106,1,0
131,106,1,0
453,106,1,0
396,106,1,0
124,106,1,0
739,106,1,0
260,106,1,0
166,106,1,0
941,106,1,0
189,106,1,0
2041,106,1,0
167,106,1,0
561,106,1,0
406,106,1,0
383,106,1,0
154,106,1,0
328,106,1,0
715,106,1,0
225,106,1,0
536,106,1,0
422,106,1,0
187,106,1,0
252,106,1,0
272,106,1,0
500,106,1,0
311,106,1,0
655,106,1,0
106,182,4,0
106,280,2,0
106,1041,2,0
106,406,2,0
106,215,2,0
106,472,2,0
106,509,2,0
106,660,2,0
106,355,2,0
106,252,2,0
106,311,2,0
106,297,2,0
106,596,1,0
106,131,1,0
106,453,1,0
106,396,1,0
106,124,1,0
106,739,1,0
106,260,1,0
106,166,1,0
106,941,1,0
106,189,1,0
106,2041,1,0
106,167,1,0
106,561,1,0
106,383,1,0
106,154,1,0
106,328,1,0
106,715,1,0
106,225,1,0
106,536,1,0
106,422,1,0
106,187,1,0
106,272,1,0
106,500,1,0
106,655,1,0
106,7582,10,1
348,107,6,0
7565,107,5,0
317,107,5,0
621,107,4,0
7595,107,3,0
1542,107,3,0
267,107,3,0
272,107,2,0
116,107,1,0
1058,107,1,0
883,107,1,0
693,107,1,0
205,107,1,0
1777,107,1,0
361,107,1,0
549,107,1,0
360,107,1,0
193,107,1,0
107,513,10,0
107,348,6,0
107,621,4,0
107,7595,2,1
107,1058,2,0
107,7565,2,0
107,193,2,0
107,317,2,0
107,1420,2,0
107,116,1,0
107,1542,1,0
107,883,1,0
107,693,1,0
107,205,1,0
107,1777,1,0
107,549,1,0
107,361,1,0
107,360,1,0
1292,108,7,0
1743,108,3,0
645,108,2,0
798,108,2,0
2610,108,2,0
1099,108,2,0
382,108,2,0
2663,108,1,0
188,108,1,0
130,108,1,0
1363,108,1,0
145,108,1,0
2176,108,1,0
2175,108,1,0
2842,108,1,0
1683,108,1,0
300,108,1,0
1456,108,1,0
2005,108,1,0
1951,108,1,0
355,108,1,0
1601,108,1,0
109,108,1,0
108,1292,7,0
108,1743,3,0
108,483,2,0
108,188,2,0
108,145,2,0
108,798,2,0
108,382,2,0
108,1099,2,0
108,2663,1,0
108,130,1,0
108,1363,1,0
108,645,1,0
108,2176,1,0
108,2175,1,0
108,1744,1,0
108,2842,1,0
108,546,1,0
108,1683,1,0
108,300,1,0
108,1456,1,0
108,2005,1,0
108,2610,1,0
108,1951,1,0
108,355,1,0
108,1601,1,0
108,109,1,0
449,109,7,0
1428,109,5,0
779,109,3,0
566,109,3,0
512,109,3,0
167,109,2,0
1431,109,2,0
668,109,2,0
422,109,2,0
1270,109,1,0
866,109,1,0
931,109,1,0
478,109,1,0
7524,109,1,0
217,109,1,0
722,109,1,0
669,109,1,0
922,109,1,0
328,109,1,0
535,109,1,0
999,109,1,0
181,109,1,0
1930,109,1,0
990,109,1,0
500,109,1,0
1099,109,1,0
223,109,1,0
379,109,1,0
148,109,1,0
5342,109,5,0
109,449,7,0
109,512,5,0
109,566,3,0
109,670,2,0
109,779,2,0
109,422,2,0
109,1270,1,0
109,866,1,0
109,931,1,0
109,167,1,0
109,407,1,0
109,7524,1,0
109,217,1,0
109,1431,1,0
109,722,1,0
109,668,1,0
109,669,1,0
109,922,1,0
109,1428,1,0
109,328,1,0
109,215,1,0
109,535,1,0
109,999,1,0
109,181,1,0
109,1930,1,0
109,990,1,0
109,500,1,0
109,711,1,0
109,1099,1,0
109,223,1,0
109,379,1,0
109,148,1,0
390,110,8,0
369,110,5,0
518,110,5,0
440,110,4,0
959,110,3,0
1883,110,3,0
305,110,3,0
131,110,2,0
135,110,2,0
193,110,2,0
188,110,2,0
146,110,2,0
526,110,1,0
141,110,1,0
417,110,1,0
174,110,1,0
362,110,1,0
2309,110,1,0
2274,110,1,0
519,110,1,0
110,390,7,0
110,305,6,0
110,518,5,0
110,369,4,0
110,523,3,0
110,188,3,0
110,141,2,0
110,959,2,0
110,131,2,0
110,2309,2,0
110,146,2,0
110,487,2,0
110,417,1,0
110,2419,1,0
110,1883,1,0
110,174,1,0
110,362,1,0
110,2274,1,0
110,519,1,0
110,440,1,0
3269,111,10,0
463,111,10,0
207,111,6,0
245,111,4,0
120,111,3,0
1597,111,2,0
417,111,2,0
7560,111,2,0
2380,111,1,0
141,111,1,0
553,111,1,0
7418,111,1,0
111,207,6,0
111,245,4,0
111,120,3,0
111,417,2,0
111,141,2,0
111,433,2,0
111,125,1,0
111,7512,1,0
111,7589,3,1
111,7602,10,1
111,7601,10,1
111,7599,10,1
111,7598,10,1
111,7604,10,1
111,7539,10,0
427,112,10,0
524,112,10,0
177,112,4,0
701,112,3,0
116,112,3,0
301,112,2,0
7595,112,2,0
124,112,2,0
2276,112,1,0
396,112,1,0
3031,112,1,0
1043,112,1,0
697,112,1,0
112,427,10,0
112,524,10,0
112,177,5,0
112,701,3,0
112,301,2,0
112,748,2,0
112,396,2,0
112,124,2,0
112,116,2,0
112,2276,1,0
112,7595,1,1
112,7600,1,1
112,3031,1,0
112,1043,1,0
112,697,1,0
271,113,7,0
152,113,6,0
170,113,5,0
358,113,5,0
188,113,3,0
502,113,3,0
293,113,3,0
801,113,2,0
177,113,2,0
660,113,2,0
155,113,2,0
353,113,2,0
1127,113,1,0
145,113,1,0
553,113,1,0
757,113,1,0
154,113,1,0
350,113,1,0
1607,113,1,0
824,113,2,0
159,113,5,0
1691,113,10,0
113,134,9,0
113,358,8,0
113,188,8,0
113,355,6,0
113,170,5,0
113,801,5,0
113,353,4,0
113,317,3,0
113,502,3,0
113,271,3,0
113,769,2,0
113,1127,1,0
113,154,1,0
113,177,1,0
113,268,1,0
113,350,1,0
113,130,1,0
113,660,1,0
113,155,1,0
113,1607,1,0
113,7580,10,1
113,7603,10,1
279,114,4,0
192,114,3,0
126,114,3,0
337,114,3,0
3383,114,3,0
281,114,3,0
7335,114,2,0
1202,114,2,0
233,114,2,0
269,114,2,0
766,114,2,0
1594,114,2,0
832,114,2,0
906,114,1,0
7386,114,1,0
1906,114,1,0
1590,114,1,0
2336,114,1,0
246,114,1,0
1597,114,1,0
375,114,1,0
2415,114,1,0
7087,114,1,0
3372,114,1,0
1554,114,1,0
376,114,1,0
165,114,1,0
114,192,3,0
114,337,3,0
114,1594,3,0
114,126,3,0
114,352,2,0
114,1903,2,0
114,7335,2,0
114,558,2,0
114,233,2,0
114,281,2,0
114,279,2,0
114,164,2,0
114,906,1,0
114,3398,1,0
114,1906,1,0
114,7312,1,0
114,3429,1,0
114,3426,1,0
114,3423,1,0
114,362,1,0
114,1597,1,0
114,2336,1,0
114,3383,1,0
114,1202,1,0
114,766,1,0
114,2413,1,0
114,1896,1,0
114,3374,1,0
114,3372,1,0
114,897,1,0
114,1385,1,0
114,1879,1,0
114,832,1,0
114,7370,1,0
114,7310,1,0
114,3369,1,0
114,145,1,0
114,469,5,0
114,7560,9,0
163,115,5,0
1569,115,5,0
219,115,4,0
335,115,2,0
1343,115,2,0
3220,115,2,0
3213,115,2,0
492,115,2,0
123,115,2,0
118,115,1,0
241,115,1,0
1875,115,1,0
128,115,1,0
1185,115,1,0
3251,115,1,0
155,115,1,0
259,115,1,0
372,115,1,0
2369,115,1,0
216,115,1,0
435,115,1,0
208,115,1,0
2302,115,1,0
5679,115,1,0
2364,115,1,0
1574,115,1,0
7434,115,1,0
7390,115,1,0
1544,115,1,0
197,115,1,0
320,115,1,0
280,115,1,0
115,219,4,0
115,1569,3,0
115,335,2,0
115,163,2,0
115,492,2,0
115,123,2,0
115,118,1,0
115,241,1,0
115,1875,1,0
115,128,1,0
115,1185,1,0
115,3251,1,0
115,155,1,0
115,259,1,0
115,372,1,0
115,2369,1,0
115,216,1,0
115,435,1,0
115,208,1,0
115,1343,1,0
115,2302,1,0
115,5679,1,0
115,2364,1,0
115,1574,1,0
115,3220,1,0
115,3213,1,0
115,7434,1,0
115,7390,1,0
115,1544,1,0
115,197,1,0
115,320,1,0
115,280,1,0
7421,116,3,0
706,116,3,0
292,116,2,0
2387,116,2,0
822,116,2,0
336,116,2,0
585,116,2,0
172,116,2,0
310,116,1,0
1191,116,1,0
290,116,1,0
2362,116,1,0
123,116,1,0
174,116,1,0
1871,116,1,0
3285,116,1,0
2376,116,1,0
1043,116,1,0
1815,116,1,0
1343,116,1,0
247,116,1,0
7525,116,1,0
5679,116,1,0
7595,116,1,0
3137,116,1,0
395,116,1,0
177,116,1,0
259,116,1,0
491,116,1,0
708,116,1,0
116,7421,3,0
116,706,3,0
116,292,2,0
116,822,2,0
116,2376,2,0
116,336,2,0
116,585,2,0
116,172,2,0
116,310,1,0
116,2387,1,0
116,1191,1,0
116,290,1,0
116,2362,1,0
116,123,1,0
116,174,1,0
116,1871,1,0
116,3285,1,0
116,1043,1,0
116,1815,1,0
116,1343,1,0
116,247,1,0
116,7525,1,0
116,5679,1,0
116,7595,1,1
116,3137,1,0
116,395,1,0
116,957,1,0
116,177,1,0
116,259,1,0
116,491,1,0
116,810,1,0
116,7604,10,1
7588,117,3,0
799,117,3,0
258,117,3,0
2933,117,2,0
2931,117,2,0
2199,117,2,0
1318,117,2,0
346,117,2,0
1332,117,1,0
7600,117,1,0
260,117,1,0
1148,117,1,0
410,117,1,0
285,117,1,0
122,117,1,0
1324,117,1,0
506,117,1,0
2210,117,1,0
1147,117,1,0
1758,117,1,0
2911,117,1,0
2908,117,1,0
402,117,1,0
1742,117,1,0
2702,117,1,0
1487,117,1,0
2178,117,1,0
1314,117,1,0
2193,117,1,0
1317,117,1,0
370,117,1,0
1488,117,1,0
194,117,1,0
1025,117,1,0
796,117,1,0
2148,117,1,0
2805,117,1,0
437,117,1,0
798,117,1,0
117,258,3,0
117,410,2,0
117,799,2,0
117,1318,2,0
117,346,2,0
117,1332,1,0
117,7600,1,1
117,260,1,0
117,1148,1,0
117,306,1,0
117,7588,1,1
117,2933,1,0
117,2931,1,0
117,285,1,0
117,122,1,0
117,1324,1,0
117,506,1,0
117,2210,1,0
117,1147,1,0
117,1758,1,0
117,2911,1,0
117,2908,1,0
117,402,1,0
117,2702,1,0
117,1742,1,0
117,1487,1,0
117,1314,1,0
117,2199,1,0
117,2178,1,0
117,2193,1,0
117,1317,1,0
117,370,1,0
117,1488,1,0
117,194,1,0
117,1025,1,0
117,2148,1,0
117,2805,1,0
117,437,1,0
117,798,1,0
117,796,1,0
117,7425,5,0
292,118,4,0
526,118,2,0
141,118,2,0
398,118,2,0
125,118,1,0
375,118,1,0
238,118,1,0
528,118,1,0
222,118,1,0
603,118,1,0
158,118,1,0
649,118,1,0
163,118,1,0
7597,118,1,0
822,118,1,0
214,118,1,0
1580,118,1,0
706,118,1,0
118,765,10,0
118,1592,3,0
118,292,3,0
118,526,2,0
118,141,2,0
118,125,1,0
118,375,1,0
118,238,1,0
118,528,1,0
118,222,1,0
118,603,1,0
118,158,1,0
118,173,1,0
118,649,1,0
118,163,1,0
118,822,1,0
118,214,1,0
118,1580,1,0
118,706,1,0
118,398,1,0
118,7597,10,1
662,119,8,0
235,119,8,0
271,119,8,0
129,119,5,0
353,119,5,0
148,119,5,0
293,119,5,0
491,119,2,0
384,119,2,0
121,119,2,0
283,119,1,0
311,119,1,0
2521,119,1,0
1946,119,1,0
7511,119,1,0
322,119,1,0
380,119,1,0
769,119,1,0
6369,119,5,0
119,471,9,0
119,662,8,0
119,235,8,0
119,271,8,0
119,293,5,0
119,491,2,0
119,384,2,0
119,148,2,0
119,121,2,0
119,311,1,0
119,2521,1,0
119,1946,1,0
119,7511,1,0
119,322,1,0
119,769,1,0
310,120,5,0
464,120,3,0
141,120,2,0
1071,120,2,0
163,120,1,0
245,120,1,0
351,120,1,0
222,120,1,0
603,120,1,0
454,120,1,0
1368,120,1,0
762,120,1,0
7512,120,1,0
244,120,1,0
120,310,7,0
120,464,3,0
120,141,2,0
120,1201,2,0
120,1071,2,0
120,163,1,0
120,245,1,0
120,351,1,0
120,222,1,0
120,603,1,0
120,454,1,0
120,1368,1,0
120,362,1,0
120,762,1,0
120,7512,1,0
120,244,1,0
633,121,7,0
1058,121,5,0
2170,121,3,0
501,121,3,0
800,121,2,0
232,121,2,0
2165,121,2,0
256,121,2,0
2066,121,2,0
438,121,2,0
512,121,2,0
2684,121,1,0
598,121,1,0
402,121,1,0
874,121,1,0
2864,121,1,0
2862,121,1,0
472,121,1,0
2855,121,1,0
2838,121,1,0
2118,121,1,0
578,121,1,0
343,121,1,0
325,121,1,0
505,121,1,0
121,1058,5,0
121,486,3,0
121,633,3,0
121,501,3,0
121,800,2,0
121,472,2,0
121,2170,2,0
121,256,2,0
121,2165,2,0
121,438,2,0
121,512,2,0
121,2684,1,0
121,598,1,0
121,2208,1,0
121,2864,1,0
121,2862,1,0
121,2855,1,0
121,232,1,0
121,2838,1,0
121,2066,1,0
121,2118,1,0
121,578,1,0
121,343,1,0
121,325,1,0
121,505,1,0
733,122,4,0
591,122,3,0
7565,122,3,0
759,122,1,0
228,122,1,0
203,122,1,0
177,122,1,0
162,122,1,0
960,122,1,0
198,122,1,0
159,122,1,0
196,122,1,0
143,122,1,0
798,122,1,0
1738,122,1,0
467,122,1,0
122,733,5,0
122,1738,2,0
122,759,1,0
122,228,1,0
122,203,1,0
122,591,1,0
122,964,1,0
122,177,1,0
122,162,1,0
122,960,1,0
122,159,1,0
122,198,1,0
122,196,1,0
122,469,1,0
122,143,1,0
122,798,1,0
122,467,1,0
122,2774,1,0
122,7565,1,0
7595,123,10,0
177,123,3,0
663,123,2,0
260,123,1,0
391,123,1,0
649,123,1,0
128,123,1,0
1376,123,1,0
136,123,1,0
334,123,1,0
585,123,1,0
1146,123,1,0
287,123,1,0
1811,123,1,0
123,7595,7,1
123,663,2,0
123,1811,2,0
123,177,2,0
123,260,1,0
123,391,1,0
123,649,1,0
123,128,1,0
123,1376,1,0
123,136,1,0
123,334,1,0
123,585,1,0
123,1146,1,0
123,1671,1,0
123,1821,1,0
123,7540,10,0
123,7556,10,0
177,124,9,0
520,124,5,0
748,124,4,0
813,124,4,0
162,124,4,0
1169,124,3,0
642,124,3,0
227,124,2,0
1033,124,2,0
750,124,2,0
319,124,2,0
298,124,2,0
815,124,1,0
643,124,1,0
1162,124,1,0
684,124,1,0
456,124,1,0
885,124,1,0
179,124,1,0
2299,124,1,0
1820,124,1,0
1051,124,1,0
396,124,1,0
7334,124,1,0
596,124,1,0
172,124,1,0
7538,124,1,0
585,124,1,0
188,124,1,0
3079,124,5,0
7595,124,10,0
332,124,10,0
228,124,10,0
124,177,10,0
124,228,9,0
124,162,7,0
124,520,7,0
124,332,5,0
124,1169,4,0
124,813,4,0
124,642,3,0
124,227,2,0
124,1033,2,0
124,750,2,0
124,298,2,0
124,882,2,0
124,815,1,0
124,643,1,0
124,684,1,0
124,456,1,0
124,179,1,0
124,885,1,0
124,2299,1,0
124,1820,1,0
124,1051,1,0
124,319,1,0
124,748,1,0
124,7595,1,1
124,396,1,0
124,7334,1,0
124,172,1,0
124,596,1,0
124,585,1,0
124,2140,1,0
429,125,5,0
247,125,5,0
292,125,2,0
649,125,2,0
131,125,2,0
197,125,2,0
249,125,1,0
412,125,1,0
497,125,1,0
3408,125,1,0
238,125,1,0
484,125,1,0
376,125,1,0
526,125,1,0
1009,125,1,0
3396,125,1,0
345,125,1,0
321,125,1,0
826,125,1,0
173,125,1,0
299,125,1,0
704,125,1,0
2395,125,1,0
7445,125,1,0
2394,125,1,0
309,125,1,0
191,125,1,0
413,125,1,0
289,125,1,0
433,125,1,0
253,125,1,0
458,125,1,0
262,125,1,0
817,125,1,0
1840,125,1,0
564,125,1,0
7431,125,1,0
666,125,1,0
1837,125,1,0
7502,125,10,0
7568,125,10,0
125,429,4,0
125,292,2,0
125,131,2,0
125,191,2,0
125,197,2,0
125,433,2,0
125,249,1,0
125,412,1,0
125,497,1,0
125,3408,1,0
125,238,1,0
125,484,1,0
125,376,1,0
125,526,1,0
125,1009,1,0
125,3396,1,0
125,345,1,0
125,321,1,0
125,826,1,0
125,173,1,0
125,299,1,0
125,704,1,0
125,649,1,0
125,2395,1,0
125,496,1,0
125,2394,1,0
125,309,1,0
125,247,1,0
125,413,1,0
125,289,1,0
125,253,1,0
125,458,1,0
125,262,1,0
125,817,1,0
125,1840,1,0
125,564,1,0
125,666,1,0
125,1837,1,0
125,3362,1,0
125,7367,1,0
125,1032,1,0
125,7502,10,0
125,7568,10,0
125,2225,10,0
125,7431,10,0
421,126,6,0
605,126,3,0
293,126,3,0
233,126,3,0
192,126,3,0
269,126,3,0
824,126,3,0
2336,126,2,0
389,126,2,0
1593,126,2,0
230,126,1,0
2417,126,1,0
3381,126,1,0
1554,126,1,0
126,293,3,0
126,1593,3,0
126,269,3,0
126,192,3,0
126,625,3,0
126,171,3,0
126,230,2,0
126,605,2,0
126,352,2,0
126,558,2,0
126,3381,1,0
126,168,1,0
126,155,1,0
126,3371,1,0
126,233,1,0
126,1700,1,0
126,512,1,0
126,1554,1,0
126,2673,1,0
126,2331,1,0
126,374,10,0
126,7552,10,0
126,690,10,0
2421,127,5,0
3206,127,5,0
881,127,5,0
979,127,4,0
1821,127,3,0
812,127,2,0
435,127,2,0
3133,127,2,0
2398,127,1,0
2261,127,1,0
7531,127,1,0
953,127,1,0
1532,127,1,0
1559,127,1,0
599,127,1,0
1808,127,1,0
2278,127,1,0
178,127,1,0
1827,127,1,0
456,127,1,0
3102,127,1,0
127,1591,4,0
158,128,10,0
895,128,6,0
590,128,2,0
545,128,2,0
1876,128,2,0
983,128,2,0
1043,128,2,0
1343,128,2,0
292,128,2,0
974,128,1,0
3321,128,1,0
1190,128,1,0
617,128,1,0
1065,128,1,0
290,128,1,0
3294,128,1,0
155,128,1,0
706,128,1,0
7597,128,1,0
2375,128,1,0
3282,128,1,0
2381,128,1,0
128,895,6,0
128,158,6,0
128,545,2,0
128,1876,2,0
128,983,2,0
128,1343,2,0
128,292,2,0
128,590,1,0
128,193,1,0
128,974,1,0
128,580,1,0
128,2397,1,0
128,163,1,0
128,3321,1,0
128,1190,1,0
128,617,1,0
128,1065,1,0
128,290,1,0
128,3294,1,0
128,155,1,0
128,706,1,0
128,1043,1,0
128,2375,1,0
128,3282,1,0
128,2381,1,0
128,7597,10,1
1227,129,5,0
1228,129,5,0
717,129,5,0
194,129,4,0
322,129,4,0
1216,129,4,0
1220,129,4,0
1085,129,4,0
500,129,4,0
443,129,3,0
272,129,2,0
1096,129,1,0
252,129,1,0
7595,129,1,0
129,159,6,0
129,1097,6,0
129,1092,6,0
129,717,6,0
129,440,6,0
129,502,6,0
129,167,6,0
129,989,6,0
129,1231,5,0
129,194,5,0
129,1223,5,0
129,1228,5,0
129,1227,5,0
129,998,5,0
129,443,5,0
129,1217,5,0
129,1215,5,0
129,1211,5,0
129,149,5,0
129,1213,5,0
129,773,5,0
129,1216,5,0
129,1079,5,0
129,565,5,0
129,845,5,0
129,401,5,0
129,987,5,0
129,1080,5,0
129,843,5,0
129,503,5,0
129,209,5,0
129,236,5,0
129,470,5,0
129,504,5,0
129,846,5,0
129,847,5,0
129,298,5,0
129,772,5,0
129,771,5,0
129,908,5,0
129,607,5,0
129,656,5,0
129,1081,5,0
129,500,5,0
129,1422,4,0
129,537,4,0
129,1225,4,0
129,1418,4,0
129,422,4,0
129,423,4,0
129,1416,4,0
129,1414,4,0
129,1093,4,0
129,1408,4,0
129,1412,4,0
129,1086,4,0
129,1411,4,0
129,1410,4,0
129,997,4,0
129,252,4,0
129,991,4,0
129,910,4,0
129,7582,4,1
129,1403,4,0
129,201,4,0
129,1406,4,0
129,1220,4,0
129,659,4,0
129,534,4,0
129,1085,4,0
129,564,4,0
129,169,4,0
129,1921,4,0
129,322,4,0
129,713,4,0
129,7550,4,0
129,1082,4,0
129,1219,4,0
129,770,4,0
129,1096,3,0
129,1089,3,0
129,1609,3,0
129,1608,3,0
129,1614,3,0
129,272,3,0
129,658,3,0
129,215,3,0
181,130,3,0
7564,130,3,0
568,130,3,0
976,130,2,0
934,130,2,0
341,130,2,0
358,130,2,0
1437,130,2,0
1363,130,1,0
3182,130,1,0
949,130,1,0
255,130,1,0
404,130,1,0
785,130,1,0
326,130,1,0
299,130,1,0
1439,130,1,0
849,130,1,0
1255,130,1,0
725,130,1,0
406,130,1,0
2575,130,1,0
857,130,1,0
579,130,1,0
1210,130,1,0
778,130,1,0
202,130,1,0
777,130,1,0
2572,130,1,0
1659,130,1,0
540,130,1,0
2549,130,1,0
383,130,1,0
1635,130,1,0
217,130,1,0
130,976,2,0
130,934,2,0
130,7564,2,0
130,358,2,0
130,1691,1,0
130,1363,1,0
130,2266,1,0
130,3182,1,0
130,785,1,0
130,404,1,0
130,675,1,0
130,326,1,0
130,341,1,0
130,299,1,0
130,1439,1,0
130,849,1,0
130,1437,1,0
130,1255,1,0
130,406,1,0
130,725,1,0
130,2575,1,0
130,579,1,0
130,1210,1,0
130,778,1,0
130,777,1,0
130,1646,1,0
130,2572,1,0
130,1659,1,0
130,926,1,0
130,540,1,0
130,2551,1,0
130,1430,1,0
130,2549,1,0
130,383,1,0
130,1635,1,0
130,217,1,0
130,7604,10,1
169,131,3,0
148,131,3,0
938,131,2,0
863,131,2,0
145,131,2,0
561,131,2,0
680,131,1,0
290,131,1,0
3212,131,1,0
1404,131,1,0
380,131,1,0
721,131,1,0
1453,131,1,0
140,131,1,0
654,131,1,0
1241,131,1,0
669,131,1,0
154,131,1,0
607,131,1,0
531,131,1,0
131,791,10,0
131,669,4,0
131,148,3,0
131,680,2,0
131,938,2,0
131,863,2,0
131,654,2,0
131,154,2,0
131,145,2,0
131,561,2,0
131,290,1,0
131,3212,1,0
131,1404,1,0
131,380,1,0
131,721,1,0
131,140,1,0
131,1453,1,0
131,1241,1,0
131,169,1,0
131,353,1,0
131,607,1,0
131,531,1,0
231,132,10,0
201,132,4,0
452,132,2,0
251,132,2,0
938,132,2,0
504,132,2,0
1111,132,2,0
841,132,1,0
2631,132,1,0
315,132,1,0
255,132,1,0
1708,132,1,0
1021,132,1,0
1132,132,1,0
1427,132,1,0
2701,132,1,0
1705,132,1,0
1703,132,1,0
1001,132,1,0
132,231,9,0
132,504,3,0
132,938,2,0
132,384,2,0
132,201,2,0
132,2653,1,0
132,452,1,0
132,841,1,0
132,2631,1,0
132,315,1,0
132,255,1,0
132,1708,1,0
132,251,1,0
132,1021,1,0
132,1132,1,0
132,1427,1,0
132,2701,1,0
132,1705,1,0
132,1703,1,0
132,1111,1,0
132,1001,1,0
257,133,3,0
350,133,2,0
318,133,2,0
688,133,2,0
798,133,2,0
589,133,2,0
203,133,2,0
2216,133,1,0
319,133,1,0
7588,133,1,0
272,133,1,0
142,133,1,0
266,133,1,0
799,133,1,0
613,133,1,0
1272,133,1,0
371,133,1,0
135,133,1,0
133,257,4,0
133,318,2,0
133,688,2,0
133,142,2,0
133,589,2,0
133,203,2,0
133,7442,1,0
133,2216,1,0
133,319,1,0
133,391,1,0
133,7588,1,1
133,272,1,0
133,266,1,0
133,799,1,0
133,613,1,0
133,371,1,0
133,1272,1,0
133,7415,1,0
133,135,1,0
133,798,1,0
1850,134,10,0
1373,134,5,0
1230,134,4,0
598,134,4,0
325,134,3,0
673,134,3,0
244,134,3,0
2317,134,2,0
176,134,2,0
2993,134,1,0
140,134,1,0
743,134,1,0
199,134,1,0
134,1373,3,0
134,1850,3,0
134,325,3,0
134,598,3,0
134,244,2,0
134,176,2,0
134,2993,1,0
134,743,1,0
134,7603,10,1
134,7604,10,1
551,135,7,0
7577,135,5,0
1732,135,5,0
586,135,5,0
197,135,2,0
3267,135,1,0
136,135,1,0
5342,135,1,0
166,135,1,0
545,135,1,0
235,135,1,0
177,135,1,0
2895,135,1,0
142,135,1,0
277,135,1,0
219,135,1,0
2127,135,1,0
135,551,5,0
135,586,5,0
135,197,2,0
135,176,2,0
135,5342,2,0
135,235,2,0
135,277,2,0
135,136,1,0
135,3267,1,0
135,941,1,0
135,166,1,0
135,177,1,0
135,2895,1,0
135,142,1,0
135,1732,1,0
135,547,1,0
135,545,1,0
135,219,1,0
135,2127,1,0
135,7577,1,1
528,136,7,0
893,136,4,0
228,136,2,0
258,136,2,0
876,136,2,0
153,136,2,0
2242,136,2,0
2406,136,1,0
158,136,1,0
1459,136,1,0
154,136,1,0
203,136,1,0
1794,136,1,0
962,136,1,0
136,528,7,0
136,893,4,0
136,258,3,0
136,962,2,0
136,876,2,0
136,2242,2,0
136,2406,1,0
136,158,1,0
136,891,1,0
136,1459,1,0
136,228,1,0
136,154,1,0
136,203,1,0
136,1794,1,0
136,153,1,0
136,7604,10,1
870,137,10,0
2526,137,10,0
185,137,2,0
264,137,2,0
2527,137,2,0
852,137,2,0
697,137,1,0
329,137,1,0
1781,137,1,0
2245,137,1,0
166,137,1,0
1691,137,1,0
2717,137,1,0
253,137,1,0
2094,137,1,0
7394,137,1,0
844,137,1,0
137,844,2,0
137,697,1,0
137,7565,1,0
137,329,1,0
137,1781,1,0
137,2245,1,0
137,185,1,0
137,264,1,0
137,735,1,0
137,1691,1,0
137,870,1,0
137,2717,1,0
137,253,1,0
137,2094,1,0
137,7327,1,0
137,7394,1,0
137,2527,1,0
137,2526,1,0
1069,138,7,0
7587,138,5,0
1380,138,3,0
198,138,3,0
477,138,3,0
1571,138,2,0
408,138,2,0
566,138,2,0
2371,138,1,0
306,138,1,0
3229,138,1,0
1560,138,1,0
1830,138,1,0
1546,138,1,0
3112,138,1,0
642,138,1,0
138,477,3,0
138,566,2,0
138,436,2,0
2509,139,10,0
2510,139,10,0
7560,139,4,0
720,139,3,0
1641,139,2,0
328,139,2,0
718,139,2,0
2507,139,2,0
188,139,1,0
713,139,1,0
2522,139,1,0
2518,139,1,0
327,139,1,0
2514,139,1,0
2515,139,1,0
663,139,1,0
341,139,1,0
167,139,1,0
1083,139,1,0
148,139,1,0
139,572,2,0
139,663,2,0
139,1641,1,0
139,713,1,0
